X,Y,IncidntNum,Category,Descript,DayOfWeek,Date,Time,PdDistrict,Resolution,Address,PdId
-122.402546011994005,37.791433869234403,160060055,LARCENY/THEFT,ATTEMPTED THEFT OF A BICYCLE,Wednesday,01/20/2016,07:45,CENTRAL,NONE,200 Block of MONTGOMERY ST,16006005506310.000000000000000
-122.446483988175004,37.750130186330288,160057121,VANDALISM,"MALICIOUS MISCHIEF, VANDALISM",Wednesday,01/20/2016,07:30,PARK,NONE,0 Block of CRESTLINE DR,16005712128150.000000000000000
-122.428177662823003,37.734777063796201,160152674,OTHER OFFENSES,LOST/STOLEN LICENSE PLATE,Wednesday,01/20/2016,07:30,INGLESIDE,NONE,100 Block of SAINT MARYS AV,16015267471010.000000000000000
-122.408231026260992,37.787359494956,166017161,LARCENY/THEFT,PETTY THEFT OF PROPERTY,Wednesday,01/20/2016,07:30,CENTRAL,NONE,POWELL ST / GEARY ST,16601716106372.000000000000000
-122.406520987143992,37.785062942166093,160054763,TRESPASS,LODGING WITHOUT PERMISSION,Wednesday,01/20/2016,07:28,SOUTHERN,"ARREST, BOOKED",800 Block of MARKET ST,16005476327199.000000000000000
-122.406520987143992,37.785062942166093,160054763,OTHER OFFENSES,OBSTRUCTIONS ON STREETS/SIDEWALKS,Wednesday,01/20/2016,07:28,SOUTHERN,"ARREST, BOOKED",800 Block of MARKET ST,16005476330080.000000000000000
-122.406520987143992,37.785062942166093,160054763,DISORDERLY CONDUCT,COMMITTING PUBLIC NUISANCE,Wednesday,01/20/2016,07:28,SOUTHERN,"ARREST, BOOKED",800 Block of MARKET ST,16005476319010.000000000000000
-122.411210037798014,37.762973614156685,160054810,LARCENY/THEFT,PETTY THEFT FROM LOCKED AUTO,Wednesday,01/20/2016,07:27,MISSION,NONE,FLORIDA ST / MARIPOSA ST,16005481006243.000000000000000
-122.396045126722001,37.752394027384085,166022198,VANDALISM,"MALICIOUS MISCHIEF, VANDALISM",Wednesday,01/20/2016,07:15,BAYVIEW,NONE,1700 Block of 25TH ST,16602219828150.000000000000000
-122.432823612921013,37.760618201641002,160054785,NON-CRIMINAL,"AIDED CASE, MENTAL DISTURBED",Wednesday,01/20/2016,07:10,MISSION,NONE,500 Block of NOE ST,16005478564020.000000000000000
-122.464279879446011,37.780033299100602,160054757,NON-CRIMINAL,AIDED CASE -PROPERTY FOR DESTRUCTION,Wednesday,01/20/2016,07:00,RICHMOND,NONE,400 Block of 6TH AV,16005475751041.000000000000000
-122.405575414309993,37.790564127013091,160054779,ASSAULT,AGGRAVATED ASSAULT WITH A DEADLY WEAPON,Wednesday,01/20/2016,07:00,CENTRAL,NONE,GRANT AV / BUSH ST,16005477904013.000000000000000
-122.472321912705013,37.721622172626091,160054735,OTHER OFFENSES,TRAFFIC VIOLATION ARREST,Wednesday,01/20/2016,06:55,TARAVAL,"ARREST, BOOKED",HOLLOWAY AV / JUNIPERO SERRA BL,16005473565010.000000000000000
-122.421747650463004,37.76274366011468,160054729,NON-CRIMINAL,"AIDED CASE, MENTAL DISTURBED",Wednesday,01/20/2016,06:49,MISSION,NONE,600 Block of VALENCIA ST,16005472964020.000000000000000
-122.423064957893018,37.802024236535701,166016890,LARCENY/THEFT,GRAND THEFT FROM UNLOCKED AUTO,Wednesday,01/20/2016,06:45,NORTHERN,NONE,2700 Block of POLK ST,16601689006224.000000000000000
-122.425778914060004,37.782319239264297,166017036,VANDALISM,"MALICIOUS MISCHIEF, VANDALISM",Wednesday,01/20/2016,06:35,NORTHERN,NONE,1000 Block of EDDY ST,16601703628150.000000000000000
-122.384953741035005,37.732638427048791,160054713,VANDALISM,"MALICIOUS MISCHIEF, VANDALISM OF VEHICLES",Wednesday,01/20/2016,06:26,BAYVIEW,NONE,0 Block of COMMER CT,16005471328160.000000000000000
-122.412297249417009,37.760401074969494,160054694,ARSON,ARSON,Wednesday,01/20/2016,06:20,MISSION,NONE,3000 Block of 19TH ST,16005469426030.000000000000000
-122.505687062771003,37.742640970395591,160054917,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Wednesday,01/20/2016,06:15,TARAVAL,NONE,2300 Block of 47TH AV,16005491706244.000000000000000
-122.48953923825502,37.77324410419309,166016812,VANDALISM,"MALICIOUS MISCHIEF, VANDALISM",Wednesday,01/20/2016,06:10,RICHMOND,NONE,800 Block of 30TH AV,16601681228150.000000000000000
-122.421442463660014,37.772638479411405,160055363,LARCENY/THEFT,PETTY THEFT FROM LOCKED AUTO,Wednesday,01/20/2016,05:55,SOUTHERN,NONE,STEVENSON ST / GOUGH ST,16005536306242.000000000000000
-122.493162175267003,37.778715767782998,160054901,VANDALISM,"MALICIOUS MISCHIEF, BREAKING WINDOWS",Wednesday,01/20/2016,05:30,RICHMOND,NONE,500 Block of 33RD AV,16005490128100.000000000000000
-122.404304136215998,37.744218080268297,160054688,BURGLARY,"BURGLARY, FORCIBLE ENTRY",Wednesday,01/20/2016,05:14,BAYVIEW,"ARREST, BOOKED",100 Block of BAY SHORE BL,16005468805071.000000000000000
-122.404304136215998,37.744218080268297,160054688,OTHER OFFENSES,POSSESSION OF BURGLARY TOOLS,Wednesday,01/20/2016,05:14,BAYVIEW,"ARREST, BOOKED",100 Block of BAY SHORE BL,16005468827130.000000000000000
-122.404304136215998,37.744218080268297,160054688,OTHER OFFENSES,CONSPIRACY,Wednesday,01/20/2016,05:14,BAYVIEW,"ARREST, BOOKED",100 Block of BAY SHORE BL,16005468826080.000000000000000
-122.409791662293017,37.798508348043491,160054672,NON-CRIMINAL,FOUND PROPERTY,Wednesday,01/20/2016,05:05,CENTRAL,NONE,700 Block of VALLEJO ST,16005467272000.000000000000000
-122.47877481131998,37.716191351290298,166023873,LARCENY/THEFT,GRAND THEFT OF PROPERTY,Wednesday,01/20/2016,04:45,TARAVAL,NONE,500 Block of GONZALEZ DR,16602387306374.000000000000000
-122.417975390351003,37.773750937964785,160054666,VANDALISM,"MALICIOUS MISCHIEF, BREAKING WINDOWS",Wednesday,01/20/2016,04:03,SOUTHERN,NONE,1500 Block of MISSION ST,16005466628100.000000000000000
-122.428540788096001,37.732906444559298,160054644,SUSPICIOUS OCC,INVESTIGATIVE DETENTION,Wednesday,01/20/2016,03:31,INGLESIDE,NONE,100 Block of CUVIER ST,16005464464085.000000000000000
-122.420222385251009,37.769554034555,160054804,BURGLARY,"BURGLARY, FORCIBLE ENTRY",Wednesday,01/20/2016,03:00,MISSION,NONE,1700 Block of MISSION ST,16005480405071.000000000000000
-122.419658343709983,37.764220560374497,160055379,ASSAULT,BATTERY,Wednesday,01/20/2016,03:00,MISSION,NONE,2000 Block of MISSION ST,16005537904134.000000000000000
-122.412692501299006,37.805200441708493,160056565,LARCENY/THEFT,PETTY THEFT FROM LOCKED AUTO,Wednesday,01/20/2016,02:30,CENTRAL,NONE,0 Block of VANDEWATER ST,16005656506241.000000000000000
-122.384402602201007,37.75297493636419,160058135,ASSAULT,THREATS AGAINST LIFE,Wednesday,01/20/2016,02:30,BAYVIEW,NONE,600 Block of 25TH ST,16005813519057.000000000000000
-122.448307079193,37.735650639894793,160054707,NON-CRIMINAL,AIDED CASE,Wednesday,01/20/2016,02:30,SOUTHERN,NONE,0 Block of VERONA PL,16005470751040.000000000000000
-122.412692501299006,37.805200441708493,160056565,BURGLARY,"BURGLARY OF APARTMENT HOUSE, FORCIBLE ENTRY",Wednesday,01/20/2016,02:30,CENTRAL,NONE,0 Block of VANDEWATER ST,16005656505011.000000000000000
-122.414714295579003,37.7762310404758,160054622,OTHER OFFENSES,TRAFFIC VIOLATION ARREST,Wednesday,01/20/2016,02:16,SOUTHERN,"ARREST, BOOKED",MISSION ST / 9TH ST,16005462265010.000000000000000
-122.414714295579003,37.7762310404758,160054622,DRUG/NARCOTIC,TRANSPORTATION OF COCAINE,Wednesday,01/20/2016,02:16,SOUTHERN,"ARREST, BOOKED",MISSION ST / 9TH ST,16005462216626.000000000000000
-122.414714295579003,37.7762310404758,160054622,DRUG/NARCOTIC,POSSESSION OF BASE/ROCK COCAINE FOR SALE,Wednesday,01/20/2016,02:16,SOUTHERN,"ARREST, BOOKED",MISSION ST / 9TH ST,16005462216623.000000000000000
-122.414714295579003,37.7762310404758,160054622,WEAPON LAWS,CARRYING A CONCEALED WEAPON,Wednesday,01/20/2016,02:16,SOUTHERN,"ARREST, BOOKED",MISSION ST / 9TH ST,16005462212015.000000000000000
-122.422315670749001,37.77361862764559,160054638,OTHER OFFENSES,PROBATION VIOLATION,Wednesday,01/20/2016,02:00,NORTHERN,"ARREST, BOOKED",ROSE ST / GOUGH ST,16005463826170.000000000000000
-122.424851402509006,37.773829832494002,160054826,LARCENY/THEFT,ATTEMPTED THEFT FROM A BUILDING,Wednesday,01/20/2016,02:00,NORTHERN,NONE,200 Block of PAGE ST,16005482606300.000000000000000
-122.422315670749001,37.77361862764559,160054638,FRAUD,FALSE ID TO PEACE OFFICER,Wednesday,01/20/2016,02:00,NORTHERN,"ARREST, BOOKED",ROSE ST / GOUGH ST,16005463827065.000000000000000
-122.406479975864016,37.741057552812983,160054600,OTHER OFFENSES,"DRIVERS LICENSE, SUSPENDED OR REVOKED",Wednesday,01/20/2016,02:00,BAYVIEW,"ARREST, BOOKED",300 Block of BAY SHORE BL,16005460065016.000000000000000
-122.407945033234995,37.799686743405395,160121964,NON-CRIMINAL,FOUND PROPERTY,Wednesday,01/20/2016,02:00,CENTRAL,NONE,500 Block of GREEN ST,16012196472000.000000000000000
-122.422315670749001,37.77361862764559,160054638,BURGLARY,"BURGLARY, VEHICLE (ARREST MADE)",Wednesday,01/20/2016,02:00,NORTHERN,"ARREST, BOOKED",ROSE ST / GOUGH ST,16005463805014.000000000000000
-122.424851402509006,37.773829832494002,160054826,VANDALISM,"MALICIOUS MISCHIEF, VANDALISM",Wednesday,01/20/2016,02:00,NORTHERN,NONE,200 Block of PAGE ST,16005482628150.000000000000000
-122.414056291891001,37.782793107100588,160054575,OTHER OFFENSES,"DRIVERS LICENSE, SUSPENDED OR REVOKED",Wednesday,01/20/2016,01:43,TENDERLOIN,"ARREST, BOOKED",LEAVENWORTH ST / TURK ST,16005457565016.000000000000000
-122.417964483760016,37.758696816648893,160054616,WARRANTS,ENROUTE TO OUTSIDE JURISDICTION,Wednesday,01/20/2016,01:42,MISSION,"ARREST, BOOKED",20TH ST / CAPP ST,16005461662050.000000000000000
-122.38343394875497,37.729738144998095,160054547,OTHER OFFENSES,"DRIVERS LICENSE, SUSPENDED OR REVOKED",Wednesday,01/20/2016,01:30,BAYVIEW,"ARREST, BOOKED",INGALLS ST / PALOU AV,16005454765016.000000000000000
-122.420564122317018,37.806656782446709,166017149,NON-CRIMINAL,LOST PROPERTY,Wednesday,01/20/2016,01:30,CENTRAL,NONE,BEACH ST / HYDE ST,16601714971000.000000000000000
-122.400419418640993,37.752075284530896,166048683,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Wednesday,01/20/2016,01:00,BAYVIEW,NONE,25TH ST / DEHARO ST,16604868306244.000000000000000
-122.474444639594992,37.71830220476599,160056292,LARCENY/THEFT,PETTY THEFT FROM LOCKED AUTO,Wednesday,01/20/2016,01:00,TARAVAL,NONE,0 Block of CAMBON DR,16005629206241.000000000000000
-122.389310644607008,37.738741839511,160054531,OTHER OFFENSES,"DRIVERS LICENSE, SUSPENDED OR REVOKED",Wednesday,01/20/2016,01:00,BAYVIEW,"ARREST, BOOKED",3RD ST / JERROLD AV,16005453165016.000000000000000
-122.452706340321996,37.769215670589411,160054525,FRAUD,FALSE REPORT OF EMERGENCY,Wednesday,01/20/2016,01:00,PARK,"ARREST, BOOKED",1800 Block of HAIGHT ST,16005452527068.000000000000000
-122.433622196420998,37.800270294431009,160056189,LARCENY/THEFT,GRAND THEFT PICKPOCKET,Wednesday,01/20/2016,00:56,NORTHERN,NONE,1900 Block of LOMBARD ST,16005618906114.000000000000000
-122.433622196420998,37.800270294431009,160056189,FRAUD,"CREDIT CARD, THEFT BY USE OF",Wednesday,01/20/2016,00:56,NORTHERN,NONE,1900 Block of LOMBARD ST,16005618909320.000000000000000
-122.411299704688005,37.793853779783596,160054484,ROBBERY,ROBBERY ON THE STREET WITH A GUN,Wednesday,01/20/2016,00:45,CENTRAL,NONE,1100 Block of MASON ST,16005448403011.000000000000000
-122.407017781214009,37.738766986214898,160054490,OTHER OFFENSES,TRAFFIC VIOLATION,Wednesday,01/20/2016,00:30,BAYVIEW,"ARREST, BOOKED",BAY SHORE BL / HILTON ST,16005449065015.000000000000000
-122.440887367252984,37.7607969403916,160054503,ASSAULT,AGGRAVATED ASSAULT WITH BODILY FORCE,Wednesday,01/20/2016,00:30,PARK,NONE,0 Block of HATTIE ST,16005450304014.000000000000000
-122.406479975864016,37.741057552812983,160054440,OTHER OFFENSES,TRAFFIC VIOLATION,Wednesday,01/20/2016,00:20,BAYVIEW,"ARREST, BOOKED",300 Block of BAY SHORE BL,16005444065015.000000000000000
-122.437463301494986,37.732378097973992,160054456,SUSPICIOUS OCC,INVESTIGATIVE DETENTION,Wednesday,01/20/2016,00:11,INGLESIDE,NONE,JOOST AV / ACADIA ST,16005445664085.000000000000000
-122.437463301494986,37.732378097973992,160054456,ROBBERY,"ROBBERY, ARMED WITH A GUN",Wednesday,01/20/2016,00:11,INGLESIDE,NONE,JOOST AV / ACADIA ST,16005445603071.000000000000000
-122.402232454222002,37.798430277359785,160054428,OTHER OFFENSES,"DRIVERS LICENSE, SUSPENDED OR REVOKED",Wednesday,01/20/2016,00:05,CENTRAL,"ARREST, BOOKED",SANSOME ST / BROADWAY ST,16005442865016.000000000000000
-122.417664996558997,37.756290543746495,160054569,PROSTITUTION,LOITERING FOR PURPOSE OF PROSTITUTION,Wednesday,01/20/2016,00:01,MISSION,"ARREST, BOOKED",600 Block of CAPP ST,16005456913075.000000000000000
-122.405112001354993,37.77984315709309,160180750,FRAUD,"TRICK AND DEVICE, GRAND THEFT",Wednesday,01/20/2016,00:01,SOUTHERN,NONE,400 Block of CLEMENTINA ST,16018075010115.000000000000000
-122.415578828809998,37.8044706948304,160058210,ASSAULT,THREATS AGAINST LIFE,Wednesday,01/20/2016,00:01,CENTRAL,NONE,600 Block of FRANCISCO ST,16005821019057.000000000000000
-122.480606348864981,37.717518587308092,160124457,BURGLARY,"BURGLARY, FORCIBLE ENTRY",Wednesday,01/20/2016,00:01,TARAVAL,NONE,800 Block of GONZALEZ DR,16012445705071.000000000000000
-122.407474439624011,37.779911669335,160194466,LARCENY/THEFT,GRAND THEFT FROM A BUILDING,Wednesday,01/20/2016,00:01,SOUTHERN,NONE,100 Block of 6TH ST,16019446606304.000000000000000
-122.417664996558997,37.756290543746495,160054569,DISORDERLY CONDUCT,COMMITTING PUBLIC NUISANCE,Wednesday,01/20/2016,00:01,MISSION,"ARREST, BOOKED",600 Block of CAPP ST,16005456919010.000000000000000
-122.398469112290016,37.757384298405583,160106342,OTHER OFFENSES,FALSE PERSONATION,Wednesday,01/20/2016,00:01,BAYVIEW,NONE,1700 Block of 22ND ST,16010634209027.000000000000000
-122.404304136215998,37.744218080268297,160054387,OTHER OFFENSES,"DRIVERS LICENSE, SUSPENDED OR REVOKED",Tuesday,01/19/2016,23:40,BAYVIEW,"ARREST, BOOKED",200 Block of BAY SHORE BL,16005438765016.000000000000000
-122.493328358517999,37.764731244360199,160054393,OTHER OFFENSES,TRAFFIC VIOLATION ARREST,Tuesday,01/19/2016,23:39,TARAVAL,"ARREST, BOOKED",LINCOLN WY / 34TH AV,16005439365010.000000000000000
-122.449122960734996,37.769784092536092,160054371,WARRANTS,WARRANT ARREST,Tuesday,01/19/2016,23:34,PARK,"ARREST, BOOKED",1600 Block of HAIGHT ST,16005437163010.000000000000000
-122.47013676859801,37.724628424172501,166018943,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Tuesday,01/19/2016,23:30,TARAVAL,NONE,300 Block of URBANO DR,16601894306244.000000000000000
-122.481963893061021,37.754917106473386,160054406,ASSAULT,INFLICT INJURY ON COHABITEE,Tuesday,01/19/2016,23:30,TARAVAL,"ARREST, BOOKED",1700 Block of 24TH AV,16005440615040.000000000000000
-122.416872883664013,37.75876402011319,160054519,PROSTITUTION,LOITERING FOR PURPOSE OF PROSTITUTION,Tuesday,01/19/2016,23:30,MISSION,"ARREST, BOOKED",20TH ST / SOUTH VAN NESS AV,16005451913075.000000000000000
-122.416872883664013,37.75876402011319,160054519,DISORDERLY CONDUCT,COMMITTING PUBLIC NUISANCE,Tuesday,01/19/2016,23:30,MISSION,"ARREST, BOOKED",20TH ST / SOUTH VAN NESS AV,16005451919010.000000000000000
-122.395891602231018,37.757237468358198,160061718,RUNAWAY,RUNAWAY,Tuesday,01/19/2016,23:00,BAYVIEW,NONE,700 Block of MISSOURI ST,16006171829100.000000000000000
-122.388490733311997,37.740675062537591,160055404,BURGLARY,"BURGLARY, FORCIBLE ENTRY",Tuesday,01/19/2016,23:00,BAYVIEW,NONE,4000 Block of 3RD ST,16005540405071.000000000000000
-122.388294557189965,37.730608027169993,160054309,OTHER OFFENSES,TRAFFIC VIOLATION,Tuesday,01/19/2016,23:00,BAYVIEW,"ARREST, BOOKED",KEITH ST / REVERE AV,16005430965015.000000000000000
-122.407441894206997,37.798473597605692,160054989,NON-CRIMINAL,LOST PROPERTY,Tuesday,01/19/2016,23:00,CENTRAL,NONE,300 Block of COLUMBUS AV,16005498971000.000000000000000
-122.407441894206997,37.798473597605692,160054989,FRAUD,"CREDIT CARD, THEFT BY USE OF",Tuesday,01/19/2016,23:00,CENTRAL,NONE,300 Block of COLUMBUS AV,16005498909320.000000000000000
-122.395891602231018,37.757237468358198,160061718,MISSING PERSON,MISSING JUVENILE,Tuesday,01/19/2016,23:00,BAYVIEW,NONE,700 Block of MISSOURI ST,16006171874010.000000000000000
-122.493136332180001,37.7385977969899,160056985,LARCENY/THEFT,PETTY THEFT FROM UNLOCKED AUTO,Tuesday,01/19/2016,23:00,TARAVAL,NONE,2400 Block of VICENTE ST,16005698506221.000000000000000
-122.388490733311997,37.740675062537591,160055404,BURGLARY,"BURGLARY OF WAREHOUSE, UNLAWFUL ENTRY",Tuesday,01/19/2016,23:00,BAYVIEW,NONE,4000 Block of 3RD ST,16005540405063.000000000000000
-122.395891602231018,37.757237468358198,160061718,MISSING PERSON,FOUND PERSON,Tuesday,01/19/2016,23:00,BAYVIEW,NONE,700 Block of MISSOURI ST,16006171875000.000000000000000
-122.388490733311997,37.740675062537591,160055404,VEHICLE THEFT,STOLEN TRUCK,Tuesday,01/19/2016,23:00,BAYVIEW,NONE,4000 Block of 3RD ST,16005540407025.000000000000000
-122.403404791479019,37.775420706710989,160054315,ROBBERY,ROBBERY ON THE STREET WITH A GUN,Tuesday,01/19/2016,22:55,SOUTHERN,NONE,800 Block of BRYANT ST,16005431503011.000000000000000
-122.464760593557997,37.751023171543402,166017321,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Tuesday,01/19/2016,22:49,TARAVAL,NONE,400 Block of PACHECO ST,16601732106244.000000000000000
-122.404984944413997,37.791538208410209,160054365,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Tuesday,01/19/2016,22:30,CENTRAL,NONE,500 Block of PINE ST,16005436506244.000000000000000
-122.429042228255994,37.781845649507993,160056634,VEHICLE THEFT,STOLEN AUTOMOBILE,Tuesday,01/19/2016,22:30,NORTHERN,NONE,EDDY ST / BUCHANAN ST,16005663407021.000000000000000
-122.475644251196996,37.743050553492502,166019004,LARCENY/THEFT,GRAND THEFT OF PROPERTY,Tuesday,01/19/2016,22:30,TARAVAL,NONE,TARAVAL ST / 19TH AV,16601900406374.000000000000000
-122.424519835008979,37.792841284044698,166021930,LARCENY/THEFT,GRAND THEFT FROM UNLOCKED AUTO,Tuesday,01/19/2016,22:21,NORTHERN,NONE,FRANKLIN ST / WASHINGTON ST,16602193006224.000000000000000
-122.407902468508013,37.784253176871992,160054280,ASSAULT,AGGRAVATED ASSAULT WITH A KNIFE,Tuesday,01/19/2016,22:17,SOUTHERN,NONE,800 Block of MARKET ST,16005428004012.000000000000000
-122.395848299154011,37.781321047436883,166018266,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Tuesday,01/19/2016,22:15,SOUTHERN,NONE,3RD ST / BRYANT ST,16601826606244.000000000000000
-122.41011137379202,37.778632049034101,166019117,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Tuesday,01/19/2016,22:00,SOUTHERN,NONE,100 Block of 7TH ST,16601911706244.000000000000000
-122.431995161716003,37.7643612582578,160057513,VEHICLE THEFT,STOLEN AUTOMOBILE,Tuesday,01/19/2016,22:00,MISSION,NONE,3500 Block of 16TH ST,16005751307021.000000000000000
-122.480201402069,37.762474756660588,160054343,LARCENY/THEFT,PETTY THEFT FROM LOCKED AUTO,Tuesday,01/19/2016,22:00,TARAVAL,NONE,1300 Block of 22ND AV,16005434306243.000000000000000
-122.462698182843013,37.716995576233394,166017343,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Tuesday,01/19/2016,22:00,TARAVAL,NONE,400 Block of ORIZABA AV,16601734306244.000000000000000
-122.40806834514801,37.7839916768161,166021372,NON-CRIMINAL,LOST PROPERTY,Tuesday,01/19/2016,22:00,SOUTHERN,NONE,5TH ST / MARKET ST,16602137271000.000000000000000
-122.416374835778001,37.764422516556792,160054359,DRUG/NARCOTIC,POSSESSION OF NARCOTICS PARAPHERNALIA,Tuesday,01/19/2016,21:59,MISSION,"ARREST, BOOKED",200 Block of SHOTWELL ST,16005435916710.000000000000000
-122.416374835778001,37.764422516556792,160054359,WARRANTS,ENROUTE TO OUTSIDE JURISDICTION,Tuesday,01/19/2016,21:59,MISSION,"ARREST, BOOKED",200 Block of SHOTWELL ST,16005435962050.000000000000000
-122.438213383294013,37.749044149688196,160081277,SUSPICIOUS OCC,SUSPICIOUS OCCURRENCE,Tuesday,01/19/2016,21:30,MISSION,NONE,900 Block of DOUGLASS ST,16008127764070.000000000000000
-122.433978272453004,37.750896031936399,160054230,NON-CRIMINAL,"AIDED CASE, MENTAL DISTURBED",Tuesday,01/19/2016,21:30,MISSION,NONE,1300 Block of CASTRO ST,16005423064020.000000000000000
-122.404007710567001,37.754369486911102,160054177,SUSPICIOUS OCC,INVESTIGATIVE DETENTION,Tuesday,01/19/2016,21:29,MISSION,NONE,2400 Block of 23RD ST,16005417764085.000000000000000
-122.396589419142998,37.780652280152296,166018448,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Tuesday,01/19/2016,21:05,SOUTHERN,NONE,500 Block of BRYANT ST,16601844806244.000000000000000
-122.423559915610014,37.775795803336997,160055523,VANDALISM,"MALICIOUS MISCHIEF, VANDALISM OF VEHICLES",Tuesday,01/19/2016,21:00,NORTHERN,NONE,300 Block of FELL ST,16005552328160.000000000000000
-122.405010507127997,37.7205104070487,166022148,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Tuesday,01/19/2016,21:00,BAYVIEW,NONE,MANSELL ST / SOMERSET ST,16602214806244.000000000000000
-122.390579850948015,37.781798488272898,166018288,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Tuesday,01/19/2016,21:00,SOUTHERN,NONE,0 Block of COLINPKELLYJR ST,16601828806244.000000000000000
-122.403404791479019,37.775420706710989,169000662,WARRANTS,WARRANT ARREST,Tuesday,01/19/2016,21:00,SOUTHERN,"ARREST, BOOKED",800 Block of BRYANT ST,16900066263010.000000000000000
-122.402189632611993,37.790937294599999,160058618,NON-CRIMINAL,SEARCH WARRANT SERVICE,Tuesday,01/19/2016,21:00,CENTRAL,NONE,200 Block of BUSH ST,16005861875025.000000000000000
-122.402189632611993,37.790937294599999,160058618,OTHER OFFENSES,"FRAUDULENT GAME OR TRICK, OBTAINING MONEY OR PROPERTY",Tuesday,01/19/2016,21:00,CENTRAL,NONE,200 Block of BUSH ST,16005861809024.000000000000000
-122.413826855695021,37.795969985836102,160054252,NON-CRIMINAL,FOUND PROPERTY,Tuesday,01/19/2016,21:00,CENTRAL,NONE,1100 Block of PACIFIC AV,16005425272000.000000000000000
-122.446477321498989,37.789212437232095,166016787,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Tuesday,01/19/2016,20:42,RICHMOND,NONE,3200 Block of CLAY ST,16601678706244.000000000000000
-122.433843066297996,37.788906243378506,166016884,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Tuesday,01/19/2016,20:35,NORTHERN,NONE,CALIFORNIA ST / FILLMORE ST,16601688406244.000000000000000
-122.410500605558994,37.806963072594392,160055692,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Tuesday,01/19/2016,20:30,CENTRAL,NONE,STOCKTON ST / NORTHPOINT ST,16005569206244.000000000000000
-122.463234980080017,37.766054915008993,160054246,NON-CRIMINAL,FOUND PROPERTY,Tuesday,01/19/2016,20:30,PARK,NONE,6TH AV / LINCOLN WY,16005424672000.000000000000000
-122.417273344939019,37.786149394759391,160054478,BURGLARY,"BURGLARY OF HOTEL ROOM, FORCIBLE ENTRY",Tuesday,01/19/2016,20:30,CENTRAL,"ARREST, BOOKED",800 Block of GEARY ST,16005447805031.000000000000000
-122.417273344939019,37.786149394759391,160054478,OTHER OFFENSES,PROBATION VIOLATION,Tuesday,01/19/2016,20:30,CENTRAL,"ARREST, BOOKED",800 Block of GEARY ST,16005447826170.000000000000000
-122.417273344939019,37.786149394759391,160054478,OTHER OFFENSES,CONSPIRACY,Tuesday,01/19/2016,20:30,CENTRAL,"ARREST, BOOKED",800 Block of GEARY ST,16005447826080.000000000000000
-122.389898139791001,37.774898193632296,160054058,OTHER OFFENSES,"DRIVERS LICENSE, SUSPENDED OR REVOKED",Tuesday,01/19/2016,20:13,SOUTHERN,"ARREST, BOOKED",CHANNEL ST / 3RD ST,16005405865016.000000000000000
-122.451745088937997,37.763808639816702,160054882,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Tuesday,01/19/2016,20:00,PARK,NONE,200 Block of GRATTAN ST,16005488206244.000000000000000
-122.413354187018015,37.769074800384693,160054064,WARRANTS,WARRANT ARREST,Tuesday,01/19/2016,20:00,MISSION,NONE,1700 Block of HARRISON ST,16005406463010.000000000000000
-122.413354187018015,37.769074800384693,160054064,DRUG/NARCOTIC,SALE OF METH-AMPHETAMINE,Tuesday,01/19/2016,20:00,MISSION,NONE,1700 Block of HARRISON ST,16005406416654.000000000000000
-122.413354187018015,37.769074800384693,160054064,DRUG/NARCOTIC,POSSESSION OF METH-AMPHETAMINE,Tuesday,01/19/2016,20:00,MISSION,NONE,1700 Block of HARRISON ST,16005406416650.000000000000000
-122.430511717550999,37.784521633168694,166018761,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Tuesday,01/19/2016,20:00,NORTHERN,NONE,1600 Block of GEARY BL,16601876106244.000000000000000
-122.436049203585995,37.7998412228823,160056082,LARCENY/THEFT,PETTY THEFT FROM LOCKED AUTO,Tuesday,01/19/2016,20:00,NORTHERN,NONE,LOMBARD ST / FILLMORE ST,16005608206243.000000000000000
-122.397388784826006,37.782554345242602,166033402,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Tuesday,01/19/2016,20:00,SOUTHERN,NONE,3RD ST / HARRISON ST,16603340206244.000000000000000
-122.389639531542997,37.786225041808095,166023663,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Tuesday,01/19/2016,20:00,SOUTHERN,NONE,BEALE ST / BRYANT ST,16602366306244.000000000000000
-122.423559915610014,37.775795803336997,160053903,NON-CRIMINAL,FOUND PROPERTY,Tuesday,01/19/2016,20:00,NORTHERN,NONE,300 Block of FELL ST,16005390372000.000000000000000
